exp = 0, 1 ,   exp  = 0, 1
exp = 48, 9202451367179449552 ,   exp  = 52, 8487349938101489318
exp = 96, 10460593365646500703 ,   exp  = 104, 17572224462131996077
exp = 144, 13537781928143541450 ,   exp  = 156, 6295673273103589313
exp = 192, 15919780095311700439 ,   exp  = 208, 3260171394465825874
exp = 240, 16214251152771544261 ,   exp  = 260, 2394583586286641448
exp = 288, 11577486448795369550 ,   exp  = 312, 4305739716782073927
exp = 336, 14094041474627469271 ,   exp  = 364, 8190409262717035301
exp = 384, 6396200096592884887 ,   exp  = 416, 8049782023765701561
exp = 432, 3949970899253118150 ,   exp  = 468, 13649208816865018101
exp = 480, 3956111051294801955 ,   exp  = 520, 5869796358684078439
exp = 528, 3289556826179305825 ,   exp  = 572, 11694708079737182207
exp = 576, 8900146263973118671 ,   exp  = 624, 9495908308903004412
exp = 624, 9495908308903004412 ,   exp  = 676, 15595750418903395558
exp = 672, 17885125740710459782 ,   exp  = 728, 11552023206902664561
exp = 720, 7539172197244716846 ,   exp  = 780, 10280901080309735929
exp = 768, 6562114217670983589 ,   exp  = 832, 7847524879092096009
exp = 816, 18296896300597534360 ,   exp  = 884, 1690041884594573662
exp = 864, 1305216586892671150 ,   exp  = 936, 9463218075222719793
exp = 912, 7268991050965080786 ,   exp  = 988, 10459615571263721107
exp = 960, 13440262264613344657 ,   exp  = 1040, 11784050230675421138
exp = 1008, 10062399975831801284 ,   exp  = 1092, 14320911740796861901
exp = 1056, 16182636211847971145 ,   exp  = 1144, 5604568976136696929
exp = 1104, 8246539668295983081 ,   exp  = 1196, 10901676028439832599
exp = 1152, 15245928743009060991 ,   exp  = 1248, 14885515920950843192
exp = 1200, 9443965423685914908 ,   exp  = 1300, 4278073281977803475
exp = 1248, 14885515920950843192 ,   exp  = 1352, 4189144761429295831
exp = 1296, 10140282184156893190 ,   exp  = 1404, 3534333341478977157
exp = 1344, 11323355628887372424 ,   exp  = 1456, 17075652081414098800
exp = 1392, 1025368596401612184 ,   exp  = 1508, 14265414615991191504
exp = 1440, 15089610673364298943 ,   exp  = 1560, 1504117115246519114
exp = 1488, 9282689247466481000 ,   exp  = 1612, 824853949401354658
exp = 1536, 18442240469787213809 ,   exp  = 1664, 13787254465881465880
exp = 1584, 16966461843610068739 ,   exp  = 1716, 6648672787108344748
exp = 1632, 15236497099437641600 ,   exp  = 1768, 11987763244027383085
exp = 1680, 2765937803960126615 ,   exp  = 1820, 9835530199951595195
exp = 1728, 6431860813144680379 ,   exp  = 1872, 5209242550377892046
exp = 1776, 3108126983925203631 ,   exp  = 1924, 15529722113169634595
exp = 1824, 507729239523085166 ,   exp  = 1976, 10392450826981334139
exp = 1872, 5209242550377892046 ,   exp  = 2028, 15319647934466109642
exp = 1920, 5240855794895625891 ,   exp  = 2080, 14307438406331844917
exp = 1968, 7845257913607475842 ,   exp  = 2132, 278456142255950529
exp = 2016, 12590402701497627403 ,   exp  = 2184, 14743351119334628481
exp = 2064, 7453327477080167025 ,   exp  = 2236, 6394874667928793713
exp = 2112, 6692683090235989383 ,   exp  = 2288, 13752338179252473593
exp = 2160, 5693075206302722637 ,   exp  = 2340, 12706539641386860493
exp = 2208, 3653451120972435163 ,   exp  = 2392, 14706524840200015115
exp = 2256, 12709959587162155916 ,   exp  = 2444, 1404959424667047758
exp = 2304, 5965722551466996711 ,   exp  = 2496, 9906341360885134636
exp = 2352, 1431379015797737904 ,   exp  = 2548, 11141647125319836399
exp = 2400, 6498267541963153898 ,   exp  = 2600, 14863881991569684007
exp = 2448, 13205660360185636151 ,   exp  = 2652, 14456537914833036227
exp = 2496, 9906341360885134636 ,   exp  = 2704, 17081697152343396870
exp = 2544, 3603322654789014463 ,   exp  = 2756, 12572620393175704889
exp = 2592, 9500370325485747687 ,   exp  = 2808, 13417050270767438907
exp = 2640, 6352413690540808131 ,   exp  = 2860, 17943347990588639504
exp = 2688, 9809941408468046069 ,   exp  = 2912, 8699858785941968005
exp = 2736, 8430977948648930609 ,   exp  = 2964, 3061926980286031101
exp = 2784, 391943999578398962 ,   exp  = 3016, 4309600928070428541
exp = 2832, 16522408427993438607 ,   exp  = 3068, 12747428554850149071
exp = 2880, 14267241681714216412 ,   exp  = 3120, 2740180791756161213
exp = 2928, 5615431677790064621 ,   exp  = 3172, 11195822713381222853
exp = 2976, 1019470973767735253 ,   exp  = 3224, 6534115044501657577
exp = 3024, 15082268950774345715 ,   exp  = 3276, 11319758547308484345
exp = 3072, 144115188075855872 ,   exp  = 3328, 6366922389463153702
exp = 3120, 2740180791756161213 ,   exp  = 3380, 206586866703020958
exp = 3168, 4226159611410338621 ,   exp  = 3432, 11824615712752497362
exp = 3216, 8355133510739352221 ,   exp  = 3484, 18007252083479753077
exp = 3264, 18074852694000884838 ,   exp  = 3536, 14650442452826498593
exp = 3312, 10558641948413272552 ,   exp  = 3588, 8870636538380466528
exp = 3360, 14377936972942800771 ,   exp  = 3640, 3928578100885086621
exp = 3408, 14299375213891500497 ,   exp  = 3692, 13997495388859148290
exp = 3456, 6979306088310177371 ,   exp  = 3744, 4617451800662579863
exp = 3504, 13962910954372736060 ,   exp  = 3796, 6388928270054879858
exp = 3552, 6548472451862452516 ,   exp  = 3848, 8395196871129593165
exp = 3600, 14148553018161426505 ,   exp  = 3900, 16846101631710795484
exp = 3648, 6665967936588919331 ,   exp  = 3952, 6176835078914697385
exp = 3696, 10324414259570720626 ,   exp  = 4004, 3956167444338512303
exp = 3744, 4617451800662579863 ,   exp  = 4056, 14338782293890875550
exp = 3792, 12869752325699548008 ,   exp  = 4108, 13698422997892151019
exp = 3840, 9516004302527281633 ,   exp  = 4160, 14390139890846703192
exp = 3888, 12471185059387382783 ,   exp  = 4212, 11171918702495954129
exp = 3936, 9228261500031493872 ,   exp  = 4264, 6653802816924886067
exp = 3984, 6212865998219752961 ,   exp  = 4316, 9192205301741119717
exp = 4032, 14259728110745696775 ,   exp  = 4368, 16395857603816375127
exp = 4080, 8513691273440395582 ,   exp  = 4420, 287409712040921716
exp = 4128, 6661145465491141362 ,   exp  = 4472, 15383565430699400310
exp = 4176, 1713028394651039376 ,   exp  = 4524, 874802021599209067
exp = 4224, 15180493120214983961 ,   exp  = 4576, 7989573157503773842
exp = 4272, 4646515943885644533 ,   exp  = 4628, 6084185382688427499
exp = 4320, 3025685224297427806 ,   exp  = 4680, 13545945065173004932
exp = 4368, 16395857603816375127 ,   exp  = 4732, 17056464284616016701
