exp = 0, 1 ,   exp  = 0, 1
exp = 40, 638849890512999907 ,   exp  = 44, 3292571118866816134
exp = 80, 10881114917016671572 ,   exp  = 88, 172919261666014791
exp = 120, 11260516089836515982 ,   exp  = 132, 15395467146316174056
exp = 160, 7725134980519083461 ,   exp  = 176, 15038653555595503587
exp = 200, 12516306981130527552 ,   exp  = 220, 8194291911027067871
exp = 240, 16214251152771544261 ,   exp  = 264, 7019005376456214337
exp = 280, 9661625186282908327 ,   exp  = 308, 355041570715128980
exp = 320, 11731715020642418612 ,   exp  = 352, 12004140365210146681
exp = 360, 16467952245795499009 ,   exp  = 396, 4013272774174017699
exp = 400, 15646332241525257836 ,   exp  = 440, 2132953909521072923
exp = 440, 2132953909521072923 ,   exp  = 484, 6834882010844988999
exp = 480, 3956111051294801955 ,   exp  = 528, 3289556826179305825
exp = 520, 5869796358684078439 ,   exp  = 572, 11694708079737182207
exp = 560, 13566340103724003359 ,   exp  = 616, 8234907218277243056
exp = 600, 7922022456781958709 ,   exp  = 660, 7974451485341139759
exp = 640, 15122929597976639421 ,   exp  = 704, 2225341748615664720
exp = 680, 7288292516990113476 ,   exp  = 748, 11831095629999373600
exp = 720, 7539172197244716846 ,   exp  = 792, 13620643519844523056
exp = 760, 16795950778510828688 ,   exp  = 836, 5446115951951649234
exp = 800, 14091609828646341284 ,   exp  = 880, 12882625803841659841
exp = 840, 11852418313695905730 ,   exp  = 924, 15292050986954368210
exp = 880, 12882625803841659841 ,   exp  = 968, 17514715426659675235
exp = 920, 6590338678363836831 ,   exp  = 1012, 17504009345018116009
exp = 960, 13440262264613344657 ,   exp  = 1056, 16182636211847971145
exp = 1000, 15808614828786891254 ,   exp  = 1100, 8455538519230010403
exp = 1040, 11784050230675421138 ,   exp  = 1144, 5604568976136696929
exp = 1080, 8451820551009031605 ,   exp  = 1188, 6796459586397676399
exp = 1120, 17516019197232489140 ,   exp  = 1232, 4075317633252260392
exp = 1160, 16755492161231294228 ,   exp  = 1276, 18137769310442669766
exp = 1200, 9443965423685914908 ,   exp  = 1320, 11819683594182853855
exp = 1240, 1581474636750644356 ,   exp  = 1364, 11671840055903771457
exp = 1280, 10853271128879547664 ,   exp  = 1408, 7673168496654431239
exp = 1320, 11819683594182853855 ,   exp  = 1452, 15174566262517130984
exp = 1360, 4676488655721194265 ,   exp  = 1496, 11016329936622551226
exp = 1400, 6394588694941245665 ,   exp  = 1540, 9084768338795097371
exp = 1440, 15089610673364298943 ,   exp  = 1584, 16966461843610068739
exp = 1480, 258712410015901467 ,   exp  = 1628, 15748198331910418426
exp = 1520, 6112370105023486342 ,   exp  = 1672, 14138392015528015175
exp = 1560, 1504117115246519114 ,   exp  = 1716, 6648672787108344748
exp = 1600, 9983907413951898936 ,   exp  = 1760, 18085882527567857916
exp = 1640, 1630164832187846651 ,   exp  = 1804, 2862329667283807166
exp = 1680, 2765937803960126615 ,   exp  = 1848, 14421765424175372552
exp = 1720, 6031235472653964276 ,   exp  = 1892, 15518114138629837743
exp = 1760, 18085882527567857916 ,   exp  = 1936, 191154344862419240
exp = 1800, 3615819937988437547 ,   exp  = 1980, 12934066044938316403
exp = 1840, 17963651426777053585 ,   exp  = 2024, 6116197780109509026
exp = 1880, 11161012515642135320 ,   exp  = 2068, 13168321755382258314
exp = 1920, 5240855794895625891 ,   exp  = 2112, 6692683090235989383
exp = 1960, 4673630690349156423 ,   exp  = 2156, 282933692556370237
