exp = 0, 1 ,   exp = 0, 1
exp = 32, 15052656207385017564 ,   exp = 36, 5350167283985131626
exp = 64, 1913039459307282826 ,   exp = 72, 15583913849859751243
exp = 96, 10460593365646500703 ,   exp = 108, 17577632102214582396
exp = 128, 12573252732142656207 ,   exp = 144, 13537781928143541450
exp = 160, 7725134980519083461 ,   exp = 180, 13069618832511821766
exp = 192, 15919780095311700439 ,   exp = 216, 5578327273857501736
exp = 224, 14565379884206802520 ,   exp = 252, 2484755391873613996
exp = 256, 11147770252432840497 ,   exp = 288, 11577486448795369550
exp = 288, 11577486448795369550 ,   exp = 324, 6395181637763855141
exp = 320, 11731715020642418612 ,   exp = 360, 16467952245795499009
exp = 352, 12004140365210146681 ,   exp = 396, 4013272774174017699
exp = 384, 6396200096592884887 ,   exp = 432, 3949970899253118150
exp = 416, 8049782023765701561 ,   exp = 468, 13649208816865018101
exp = 448, 12527349963958696492 ,   exp = 504, 9877424518408693548
exp = 480, 3956111051294801955 ,   exp = 540, 17899423248957824773
exp = 512, 18446181119461163011 ,   exp = 576, 8900146263973118671
exp = 544, 11092541380963797513 ,   exp = 612, 1035100978899458745
exp = 576, 8900146263973118671 ,   exp = 648, 4304604069997822177
exp = 608, 6853447461186539370 ,   exp = 684, 1296483675994406224
exp = 640, 15122929597976639421 ,   exp = 720, 7539172197244716846
exp = 672, 17885125740710459782 ,   exp = 756, 3163390509587311040
exp = 704, 2225341748615664720 ,   exp = 792, 13620643519844523056
exp = 736, 14405394679236731517 ,   exp = 828, 18105731654293133170
exp = 768, 6562114217670983589 ,   exp = 864, 1305216586892671150
exp = 800, 14091609828646341284 ,   exp = 900, 13520874804168653072
exp = 832, 7847524879092096009 ,   exp = 936, 9463218075222719793
exp = 864, 1305216586892671150 ,   exp = 972, 9331431159515438010
exp = 896, 875634265288439343 ,   exp = 1008, 10062399975831801284
exp = 928, 6036908663811539617 ,   exp = 1044, 6641970192675251317
exp = 960, 13440262264613344657 ,   exp = 1080, 8451820551009031605
exp = 992, 10480715516835942125 ,   exp = 1116, 14438037064353981665
exp = 1024, 18444492269600899073 ,   exp = 1152, 15245928743009060991
exp = 1056, 16182636211847971145 ,   exp = 1188, 6796459586397676399
exp = 1088, 1849525312019627755 ,   exp = 1224, 1075040660078861774
exp = 1120, 17516019197232489140 ,   exp = 1260, 5803919471725418036
exp = 1152, 15245928743009060991 ,   exp = 1296, 10140282184156893190
exp = 1184, 9739423118689171440 ,   exp = 1332, 8643683362745851698
exp = 1216, 10670334717871145615 ,   exp = 1368, 10659719678826534891
exp = 1248, 14885515920950843192 ,   exp = 1404, 3534333341478977157
exp = 1280, 10853271128879547664 ,   exp = 1440, 15089610673364298943
exp = 1312, 640035863051577378 ,   exp = 1476, 316778524452197272
exp = 1344, 11323355628887372424 ,   exp = 1512, 5476162998479283283
exp = 1376, 1421463772962432757 ,   exp = 1548, 7527721456855072044
exp = 1408, 7673168496654431239 ,   exp = 1584, 16966461843610068739
exp = 1440, 15089610673364298943 ,   exp = 1620, 6142987702105246861
exp = 1472, 8882481555027559655 ,   exp = 1656, 15508321209034981356
exp = 1504, 10273973656985352860 ,   exp = 1692, 17743571242090368524
exp = 1536, 18442240469787213809 ,   exp = 1728, 6431860813144680379
exp = 1568, 12883701938510673118 ,   exp = 1764, 6360411207954449731
exp = 1600, 9983907413951898936 ,   exp = 1800, 3615819937988437547
exp = 1632, 15236497099437641600 ,   exp = 1836, 11213891086579802712
exp = 1664, 13787254465881465880 ,   exp = 1872, 5209242550377892046
exp = 1696, 6557150965560513430 ,   exp = 1908, 10660488344349118967
exp = 1728, 6431860813144680379 ,   exp = 1944, 13989575554037573332
exp = 1760, 18085882527567857916 ,   exp = 1980, 12934066044938316403
exp = 1792, 9362914843564906265 ,   exp = 2016, 12590402701497627403
exp = 1824, 507729239523085166 ,   exp = 2052, 17913525076612505487
exp = 1856, 959967552227305945 ,   exp = 2088, 14453839215411758915
exp = 1888, 13690866466122946149 ,   exp = 2124, 9442083921423672692
exp = 1920, 5240855794895625891 ,   exp = 2160, 5693075206302722637
exp = 1952, 12063173382964878836 ,   exp = 2196, 14726494195011591499
exp = 1984, 1794804380861818648 ,   exp = 2232, 9084957669499310043
exp = 2016, 12590402701497627403 ,   exp = 2268, 10520895707290601565
exp = 2048, 18446744069414584257 ,   exp = 2304, 5965722551466996711
exp = 2080, 14307438406331844917 ,   exp = 2340, 12706539641386860493
exp = 2112, 6692683090235989383 ,   exp = 2376, 4723909372042485387
exp = 2144, 13051555166963574885 ,   exp = 2412, 10769385199132686045
exp = 2176, 6968564197111712876 ,   exp = 2448, 13205660360185636151
exp = 2208, 3653451120972435163 ,   exp = 2484, 11185070833880871611
exp = 2240, 14151741787267893880 ,   exp = 2520, 901063952047509035
exp = 2272, 8599634950908439091 ,   exp = 2556, 5952796151948371353
exp = 2304, 5965722551466996711 ,   exp = 2592, 9500370325485747687
exp = 2336, 15357374123094305961 ,   exp = 2628, 2425553018289237454
exp = 2368, 5486745524883165993 ,   exp = 2664, 7921516043279389725
exp = 2400, 6498267541963153898 ,   exp = 2700, 14629389184613695382
exp = 2432, 14918307414590806615 ,   exp = 2736, 8430977948648930609
exp = 2464, 1322784422603461084 ,   exp = 2772, 10329968925058713833
exp = 2496, 9906341360885134636 ,   exp = 2808, 13417050270767438907
exp = 2528, 5063309688936855374 ,   exp = 2844, 13064645722079318502
exp = 2560, 36028797018963840 ,   exp = 2880, 14267241681714216412
exp = 2592, 9500370325485747687 ,   exp = 2916, 994864523397579480
exp = 2624, 2239705257572519007 ,   exp = 2952, 2516691579180183681
exp = 2656, 4101220150011504024 ,   exp = 2988, 3328343412801788506
exp = 2688, 9809941408468046069 ,   exp = 3024, 15082268950774345715
exp = 2720, 17496828967649386175 ,   exp = 3060, 4994790153130219005
exp = 2752, 5152080643914132488 ,   exp = 3096, 6098904769132775175
exp = 2784, 391943999578398962 ,   exp = 3132, 6795029087835163340
exp = 2816, 4299803665592489687 ,   exp = 3168, 4226159611410338621
exp = 2848, 2027430367948789553 ,   exp = 3204, 7642255235255497211
exp = 2880, 14267241681714216412 ,   exp = 3240, 9679207056903692524
exp = 2912, 8699858785941968005 ,   exp = 3276, 11319758547308484345
exp = 2944, 17746383299198219332 ,   exp = 3312, 10558641948413272552
exp = 2976, 1019470973767735253 ,   exp = 3348, 2904470994639342415
